Cell line Name,Model ID, COSMIC ID, TCGA Classfication, Tissue,Tissue sub-type, Datasets, number of drugs
"TE-441-T","SIDM01173","924248","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC1","178"
"TE-441-T","SIDM01173","924248","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","GDSC2","180"
"TE-5","SIDM00347","735784","ESCA","aero_digestive_tract","oesophagus","GDSC1","392"
"TE-5","SIDM00347","735784","ESCA","aero_digestive_tract","oesophagus","GDSC2","282"
"TE-6","SIDM00328","946355","ESCA","aero_digestive_tract","oesophagus","GDSC1","368"
"TE-6","SIDM00328","946355","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"TE-8","SIDM00326","753623","ESCA","aero_digestive_tract","oesophagus","GDSC1","393"
"TE-8","SIDM00326","753623","ESCA","aero_digestive_tract","oesophagus","GDSC2","269"
"TE-9","SIDM00325","946353","ESCA","aero_digestive_tract","oesophagus","GDSC1","394"
"TE-9","SIDM00325","946353","ESCA","aero_digestive_tract","oesophagus","GDSC2","282"
"TGBC11TKB","SIDM00251","909770","STAD","digestive_system","stomach","GDSC1","346"
"TGBC11TKB","SIDM00251","909770","STAD","digestive_system","stomach","GDSC2","202"
"TGBC1TKB","SIDM00252","909769","UNCLASSIFIED","digestive_system","biliary_tract","GDSC1","392"
"TGBC1TKB","SIDM00252","909769","UNCLASSIFIED","digestive_system","biliary_tract","GDSC2","170"
"TGBC24TKB","SIDM00267","910695","UNCLASSIFIED","digestive_system","biliary_tract","GDSC1","371"
"TGBC24TKB","SIDM00267","910695","UNCLASSIFIED","digestive_system","biliary_tract","GDSC2","281"
"TGW","SIDM00324","910780","NB","nervous_system","neuroblastoma","GDSC1","400"
"TGW","SIDM00324","910780","NB","nervous_system","neuroblastoma","GDSC2","282"
"THP-1","SIDM01172","909771","LAML","blood","acute_myeloid_leukaemia","GDSC1","387"
"THP-1","SIDM01172","909771","LAML","blood","acute_myeloid_leukaemia","GDSC2","180"
"TK","SIDM00323","1331045","DLBC","blood","B_cell_lymphoma","GDSC1","368"
"TK","SIDM00323","1331045","DLBC","blood","B_cell_lymphoma","GDSC2","281"
"TK10","SIDM00113","905980","KIRC","kidney","kidney","GDSC1","391"
"TK10","SIDM00113","905980","KIRC","kidney","kidney","GDSC2","282"
"TMK-1","SIDM00040","1299069","STAD","digestive_system","stomach","GDSC1","286"
"TMK-1","SIDM00040","1299069","STAD","digestive_system","stomach","GDSC2","180"
"TOV-112D","SIDM01170","1299070","OV","urogenital_system","ovary","GDSC1","351"
"TOV-112D","SIDM01170","1299070","OV","urogenital_system","ovary","GDSC2","281"
"TOV-21G","SIDM01169","1240222","OV","urogenital_system","ovary","GDSC1","349"
"TOV-21G","SIDM01169","1240222","OV","urogenital_system","ovary","GDSC2","280"
"TT","SIDM00484","930299","THCA","thyroid","thyroid","GDSC1","350"
"TT","SIDM00484","930299","THCA","thyroid","thyroid","GDSC2","169"
"TT2609-C02","SIDM00418","1240223","THCA","thyroid","thyroid","GDSC1","349"
"TT2609-C02","SIDM00418","1240223","THCA","thyroid","thyroid","GDSC2","281"
"TUR","SIDM01205","909773","DLBC","blood","B_cell_lymphoma","GDSC1","391"
"TUR","SIDM01205","909773","DLBC","blood","B_cell_lymphoma","GDSC2","281"
"TYK-nu","SIDM00321","909774","UNCLASSIFIED","urogenital_system","ovary","GDSC1","349"
"TYK-nu","SIDM00321","909774","UNCLASSIFIED","urogenital_system","ovary","GDSC2","281"
"U-118-MG","SIDM01193","687588","GBM","nervous_system","glioma","GDSC1","346"
"U-118-MG","SIDM01193","687588","GBM","nervous_system","glioma","GDSC2","281"
"U-2-OS","SIDM01191","909776","UNCLASSIFIED","bone","osteosarcoma","GDSC1","341"
"U-2-OS","SIDM01191","909776","UNCLASSIFIED","bone","osteosarcoma","GDSC2","296"
"U-266","SIDM00417","753615","MM","blood","myeloma","GDSC1","368"
"U-266","SIDM00417","753615","MM","blood","myeloma","GDSC2","281"
"U-698-M","SIDM00424","909777","UNCLASSIFIED","blood","B_cell_leukemia","GDSC1","387"
"U-698-M","SIDM00424","909777","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","280"
"U-87-MG","SIDM01189","687590","GBM","nervous_system","glioma","GDSC1","385"
"U-87-MG","SIDM01189","687590","GBM","nervous_system","glioma","GDSC2","253"
"U-CH2","SIDM01185","1503373","","","","GDSC2","179"
"U031","SIDM00112","905981","KIRC","kidney","kidney","GDSC1","342"
"U031","SIDM00112","905981","KIRC","kidney","kidney","GDSC2","180"
"U251","SIDM00111","905983","GBM","nervous_system","glioma","GDSC1","345"
"U251","SIDM00111","905983","GBM","nervous_system","glioma","GDSC2","281"
"UACC-257","SIDM00108","905977","SKCM","skin","melanoma","GDSC1","387"
"UACC-257","SIDM00108","905977","SKCM","skin","melanoma","GDSC2","281"
"UACC-62","SIDM00107","905976","SKCM","skin","melanoma","GDSC1","348"
"UACC-62","SIDM00107","905976","SKCM","skin","melanoma","GDSC2","282"
"UACC-812","SIDM01187","910910","BRCA","breast","breast","GDSC1","200"
"UACC-812","SIDM01187","910910","BRCA","breast","breast","GDSC2","161"
"UACC-893","SIDM01186","909778","BRCA","breast","breast","GDSC1","342"
"UACC-893","SIDM01186","909778","BRCA","breast","breast","GDSC2","186"
"UM-UC-3","SIDM01182","724838","BLCA","urogenital_system","bladder","GDSC1","343"
"UM-UC-3","SIDM01182","724838","BLCA","urogenital_system","bladder","GDSC2","170"
"UMC-11","SIDM01183","909779","UNCLASSIFIED","lung","lung_NSCLC_carcinoid","GDSC1","344"
"UMC-11","SIDM01183","909779","UNCLASSIFIED","lung","lung_NSCLC_carcinoid","GDSC2","281"
"UWB1.289","SIDM00815","1480374","OV","urogenital_system","ovary","GDSC1","308"
"UWB1.289","SIDM00815","1480374","OV","urogenital_system","ovary","GDSC2","180"
"VA-ES-BJ","SIDM01179","688121","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC1","390"
"VA-ES-BJ","SIDM01179","688121","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC2","281"
"VAL","SIDM00416","1331048","DLBC","blood","B_cell_lymphoma","GDSC1","363"
"VAL","SIDM00416","1331048","DLBC","blood","B_cell_lymphoma","GDSC2","282"
"VCaP","SIDM01077","1299075","PRAD","urogenital_system","prostate","GDSC1","392"
"VCaP","SIDM01077","1299075","PRAD","urogenital_system","prostate","GDSC2","282"
"VMRC-LCD","SIDM00320","713869","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","176"
"VMRC-LCD","SIDM00320","713869","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","282"
"VMRC-MELG","SIDM00319","930301","SKCM","skin","melanoma","GDSC1","291"
"VMRC-MELG","SIDM00319","930301","SKCM","skin","melanoma","GDSC2","180"
"VMRC-RCW","SIDM00318","1240224","KIRC","kidney","kidney","GDSC1","224"
"VMRC-RCW","SIDM00318","1240224","KIRC","kidney","kidney","GDSC2","180"
"VMRC-RCZ","SIDM00317","909781","KIRC","kidney","kidney","GDSC1","347"
"VMRC-RCZ","SIDM00317","909781","KIRC","kidney","kidney","GDSC2","282"
"WIL2-NS","SIDM01102","1331049","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC1","379"
"WIL2-NS","SIDM01102","1331049","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC2","279"
"WM-115","SIDM01000","909784","SKCM","skin","melanoma","GDSC1","348"
"WM-115","SIDM01000","909784","SKCM","skin","melanoma","GDSC2","281"
"WM1552C","SIDM00976","1299078","SKCM","skin","melanoma","GDSC1","351"
"WM1552C","SIDM00976","1299078","SKCM","skin","melanoma","GDSC2","281"
"WM278","SIDM00975","1240226","SKCM","skin","melanoma","GDSC1","347"
"WM278","SIDM00975","1240226","SKCM","skin","melanoma","GDSC2","281"
"WM35","SIDM00974","1299080","SKCM","skin","melanoma","GDSC1","324"
"WM35","SIDM00974","1299080","SKCM","skin","melanoma","GDSC2","249"
"WM793B","SIDM00973","1299081","SKCM","skin","melanoma","GDSC1","345"
"WM793B","SIDM00973","1299081","SKCM","skin","melanoma","GDSC2","281"
"WSU-DLCL2","SIDM00413","1331050","DLBC","blood","B_cell_lymphoma","GDSC1","393"
"WSU-DLCL2","SIDM00413","1331050","DLBC","blood","B_cell_lymphoma","GDSC2","168"
"WSU-NHL","SIDM00412","909785","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC1","383"
"WSU-NHL","SIDM00412","909785","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC2","257"
"YAPC","SIDM00411","909904","PAAD","pancreas","pancreas","GDSC1","346"
"YAPC","SIDM00411","909904","PAAD","pancreas","pancreas","GDSC2","282"
"YH-13","SIDM00316","909905","GBM","nervous_system","glioma","GDSC1","352"
"YH-13","SIDM00316","909905","GBM","nervous_system","glioma","GDSC2","282"
"YKG-1","SIDM00315","687592","GBM","nervous_system","glioma","GDSC1","343"
"YKG-1","SIDM00315","687592","GBM","nervous_system","glioma","GDSC2","179"
"YMB-1-E","SIDM01261","1303911","BRCA","breast","breast","GDSC1","135"
"YMB-1-E","SIDM01261","1303911","BRCA","breast","breast","GDSC2","180"
"YT","SIDM00410","946358","ALL","blood","lymphoid_neoplasm_other","GDSC1","387"
"YT","SIDM00410","946358","ALL","blood","lymphoid_neoplasm_other","GDSC2","167"
"ZR-75-30","SIDM00971","909907","BRCA","breast","breast","GDSC1","341"
"ZR-75-30","SIDM00971","909907","BRCA","breast","breast","GDSC2","286"
"huH-1","SIDM00586","1298146","LIHC","digestive_system","liver","GDSC1","352"
"huH-1","SIDM00586","1298146","LIHC","digestive_system","liver","GDSC2","281"
"no-10","SIDM00574","908452","LGG","nervous_system","glioma","GDSC1","393"
"no-10","SIDM00574","908452","LGG","nervous_system","glioma","GDSC2","180"
"no-11","SIDM00573","908450","LGG","nervous_system","glioma","GDSC1","390"
"no-11","SIDM00573","908450","LGG","nervous_system","glioma","GDSC2","179"
